query,pos,query_en,pos_en
Bảng tuần hoàn hóa học do ai sáng tác,"Mendeleev xuất bản bảng tuần hoàn các nguyên tố của tất cả các nguyên tố đã biết và dự đoán nhiều nguyên tố mới để hoàn thành bảng. Chỉ vài tháng sau, Meyer đã xuất bản một bảng rõ ràng giống hệt. Một số người coi Meyer và Mendeleev là những người đồng phát minh ra bảng tuần hoàn, nhưng rõ ràng mọi người đồng ý rằng sự dự đoán chính xác của Mendeleev về các đặc tính của cái ông gọi là ekasilicon, ekaaluminium và ekaboron (germanium, gallium và scandium) xứng đáng khiến ông xứng đáng với đa số lời khen ngợi về bảng tuần hoàn.",Whose Chemical Periodic Table Composed,"Mendeleev published the periodic table of elements of all known elements and predicted many new elements to complete the table. Only a few months later, Meyer published an apparently identical table. Some consider Meyer and Mendeleev to be the co-inventors of the periodic table, but it is clear that everyone agrees that Mendeleev's accurate prediction of the properties of what he called ekasilicon, ekaaluminium and ekaboron (germanium, gallium and scandium) deservedly made him worthy of the majority of praise for the periodic table."
Bảng tuần hoàn hóa học do ai sáng tác,"Julius Lothar von Meyer (1830-1895) là nhà hóa học người Đức. Năm 1870, sau quá trình nghiên cứu độc lập, Meyer cũng đưa ra một bảng tuần hoàn các nguyên tố hóa học như Dmitry Mendeleev. Nếu so sánh các bảng tuần hoàn của họ với nhau, chúng ta có thể thấy sự tương tự đáng kinh ngạc ở cả hai. Tuy nhiên, do Mendeleev công bố công trình nghiên cứu nổi tiếng nhất của mình vào năm 1869, nên nhà hóa học người Nga được hưởng quyền ưu tiên phát minh. Điều này khiến người ta chỉ nhớ tới Mendeleev khi được hỏi: Ai là người đã phát minh ra bảng tuần hoàn các nguyên tố hóa học?, mà quên rằng Meyer cũng nghiên cứu và tìm ra nó. Đây là điều không phải là hiếm của giới khoa học.",Whose Chemical Periodic Table Composed,"Julius Lothar von Meyer (1830–1895) was a German chemist. In 1870, after independent research, Meyer also produced a periodic table of chemical elements like Dmitry Mendeleev. If we compare their periodic tables with each other, we can see incredible similarities in both. However, because Mendeleev published his most famous work in 1869, the Russian chemist enjoyed invention priority. This makes one remember only Mendeleev when asked: Who invented the periodic table of chemical elements?, forgetting that Meyer also studied and found it. This is not uncommon among scientists."
Bảng tuần hoàn hóa học do ai sáng tác,"Mặc dù có những người tiên phong trước đó, Dmitri Ivanovich Mendeleev thường được xem là người công bố bảng tuần hoàn phổ biến đầu tiên vào năm 1869. Ông đã phát triển bảng tuần hoàn của mình để minh họa các xu hướng tuần hoàn trong thuộc tính các nguyên tố đã biết khi đó. Mendeleev cũng tiên đoán một số thuộc tính của các nguyên tố chưa biết mà ông hi vọng sẽ lấp vào những chỗ trống trong bảng này. Hầu hết những tiên đoán của ông tỏ ra chính xác khi các nguyên tố đó lần lượt được phát hiện. Bảng tuần hoàn của Mendeleev từ đó đã được mở rộng và hiệu chỉnh với sự khám giá hoặc tổng hợp thêm những nguyên tố mới và sự phát triển của các mô hình lý thuyết để giải thích thuộc tính hóa học.",Whose Chemical Periodic Table Composed,"Although there were earlier pioneers, Dmitri Ivanovich Mendeleev is generally considered to have published the first popular periodic table in 1869. He developed his periodic table to illustrate periodic trends in the properties of then - known elements. Mendeleev also predicted some properties of unknown elements that he hoped would fill in the gaps in this table. Most of his predictions proved accurate when those elements were in turn discovered. Mendeleev's periodic table has since been expanded and refined with the discovery or synthesis of new elements and the development of theoretical models to explain chemical properties."
Ngũ Hành Sơn (Đà Nẵng) có tất cả bao nhiêu ngọn núi,"Ngũ Hành Sơn (Hán tự: 五行山) hay núi Non Nước là tên chung của một danh thắng gồm 5 ngọn núi đá vôi nhô lên trên một bãi cát ven biển, trên một diện tích khoảng 2 km2, gồm: Kim Sơn, Mộc Sơn, Thủy Sơn (lớn, cao và đẹp nhất), Hỏa Sơn (có hai ngọn là Dương Hỏa Sơn và Âm Hỏa Sơn) và Thổ Sơn, nằm cách trung tâm thành phố Đà Nẵng khoảng 8 km về phía Đông Nam, ngay trên tuyến đường Đà Nẵng - Hội An; nay thuộc phường Hòa Hải, quận Ngũ Hành Sơn, thành phố Đà Nẵng, Việt Nam.",Marble Mountains (Da Nang) have all the mountains,"The Marble Mountains (五行山) or Water Mountains is the common name for a group of five limestone mountains that rise on a coastal sandy beach, covering an area of about 2 km2, including: Kim Son, Moc Son, Thuy Son (the largest, tallest and most beautiful), Huo Son (with two peaks, Yang Huo Son and Yin Huo Son) and Tho Son, located about 8 km southeast of the center of Da Nang city, right on the Da Nang - Hoi An road; now in Hoa Hai ward, Marble Mountain district, Da Nang city, Vietnam."
Đường bờ biển Việt Nam dài bao nhiêu,"Việt Nam là nước có nhiều hệ thống sông ngòi dày đặc đổ ra biển, trải dài từ bắc tới nam với 3260 km đường bờ biển, 112 cửa sông, lạch. Dưới đây là danh sách các cửa biển ở Việt Nam.",How long is Vietnam's coastline,"Vietnam is a country with many dense river systems pouring into the sea, stretching from north to south with 3260 km of coastline, 112 estuaries and creeks. Here is a list of estuaries in Vietnam."
Đường bờ biển Việt Nam dài bao nhiêu,"Đường bờ biển Việt Nam kéo dài 3.444 km, xếp thứ 32 trong số 156 quốc gia có giáp biển. Bờ biển chủ yếu là tiếp giáp Biển Đông về phía đông, riêng tỉnh Kiên Giang thì giáp với vịnh Thái Lan về phía tây.",How long is Vietnam's coastline,"Vietnam's coastline stretches 3,444 km, ranking 32nd among 156 countries bordering on the sea. The coastline mostly borders the East Sea to the east, with Kien Giang province bordering on the Gulf of Thailand to the west."
"Tỉnh An Giang có bao nhiêu huyện, thị, thành phố","Tỉnh An Giang có 11 đơn vị hành chính cấp huyện, gồm thành phố Long Xuyên, thành phố Châu Đốc, thị xã Tân Châu và các huyện: An Phú, Châu Phú, Châu Thành, Chợ Mới, Phú Tân, Thoại Sơn, Tịnh Biên, Tri Tôn.","How many districts, towns and cities does An Giang province have?","An Giang province has 11 district - level administrative units, including Long Xuyen city, Chau Doc city, Tan Chau town and the following districts: An Phu, Chau Phu, Chau Thanh, Cho Moi, Phu Tan, Thoai Son, Tinh Bien and Tri Ton."
Ai là người được coi là sáng lập ra nhà Trần,"Trần Lý (chữ Hán: 陳李; 1151 - 1210), hay Trần Nguyên Tổ (陳元祖), là ông của Trần Thái Tông, người sáng lập ra triều đại nhà Trần trong lịch sử Việt Nam. Ông chính là người khởi đầu sự nghiệp cai trị Đại Việt gần 200 năm của nhà Trần.",Who is considered the founder of the Tran dynasty,"Trần Lý (陳李; 1151 – 1210), also known as Trần Nguyên Tổ (陳元祖), was the grandfather of Trần Thái Tông, the founder of the Trần dynasty in Vietnamese history. He was the founder of the Trần dynasty's nearly 200 years of rule over Đại Việt."
Ngày giải phóng miền Nam Việt Nam là ngày bao nhiêu,"11 giờ 30 phút cùng ngày, Trung úy Quân Giải phóng miền Nam Việt Nam Bùi Quang Thận đã hạ lá cờ Việt Nam Cộng hòa trên nóc dinh xuống, kéo lá cờ Mặt trận Dân tộc Giải phóng miền Nam Việt Nam lên.",What is the date of liberation of South Vietnam,"At 11: 30 on the same day, Lieutenant Bùi Quang Thận of the South Vietnamese Liberation Army lowered the flag of the Republic of Vietnam on the roof of the palace and raised the flag of the National Front for the Liberation of South Vietnam."
Việt Nam có bao nhieu di sản văn hóa thế giới,"Các tiêu chí của di sản bao gồm tiêu chí của di sản văn hóa (bao gồm i, ii, iii, iv, v, vi) và di sản thiên nhiên (vii, viii, ix, x). Việt Nam hiện tại có 8 di sản thế giới được UNESCO công nhận. 5 trong số đó là di sản văn hoá, 2 là di sản tự nhiên và 1 di sản hỗn hợp. Vườn quốc gia Phong Nha-Kẻ Bàng, Vịnh Hạ Long là những di sản thiên nhiên. Quần thể di tích Cố đô Huế, Phố cổ Hội An, Thánh địa Mỹ Sơn, Khu di tích trung tâm Hoàng thành Thăng Long và Thành nhà Hồ là những di sản văn hoá. Quần thể danh thắng Tràng An là Di sản hỗn hợp duy nhất tại Việt Nam và Đông Nam Á, và là một trong số ít 35 di sản hỗn hợp được UNESCO công nhận.",Vietnam has many world cultural heritage,"The criteria of the heritage include the criteria of cultural heritage (including i, ii, iii, iv, v, vi) and natural heritage (vii, viii, ix, x). Vietnam currently has 8 world heritage sites recognized by UNESCO. 5 of them are cultural heritage, 2 are natural heritage and 1 mixed heritage. Phong Nha-Ke Bang National Park, Ha Long Bay are natural heritage sites. Complexes of Hue Ancient Capital, Hoi An Ancient Town, My Son Sanctuary, Thang Long Imperial Citadel and Ho Dynasty Citadel are cultural heritage sites. Trang An Landscape Complex is the only mixed heritage site in Vietnam and Southeast Asia, and is one of the few 35 mixed heritage sites recognized by UNESCO."
Việt Nam là thành viên thứ bao nhiêu của tổ chức WTO,"Ngày 7 tháng 11 năm 2006, Việt Nam được phép gia nhập Tổ chức Thương mại Thế giới (WTO) sau khi đã kết thúc đàm phán song phương với tất cả các nước có yêu cầu (trong đó có những nền kinh tế lớn như Hoa Kỳ, Liên minh châu Âu (EU), Nhật Bản, Trung Quốc). Việt Nam chính thức trở thành thành viên thứ 150 của tổ chức WTO ngày 11 tháng 1 năm 2007.",How much Vietnam is a member of WTO,"On November 7, 2006, Vietnam was allowed to join the World Trade Organization (WTO) after the end of bilateral negotiations with all requesting countries (including major economies such as the United States, the European Union (EU), Japan, China). Vietnam officially became the 150th member of the WTO on January 11, 2007."
Việt Nam là thành viên thứ bao nhiêu của tổ chức WTO,"Từ ngày 11 tháng 1 năm 2007, Việt Nam chính thức trở thành thành viên thứ 150 của Tổ chức Thương mại Thế giới (WTO). Đây là một bước ngoặt lớn trong tiến trình hội nhập với nền kinh tế quốc tế.",How much Vietnam is a member of WTO,"Since January 11, 2007, Vietnam has officially become the 150th member of the World Trade Organization (WTO). This is a major turning point in the process of integration with the international economy."
